ORDERNUMBER,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,TERRITORY,DEALSIZE,ORDERLINENUMBER
10159,S12_3990,Corporate Gift Ideas Co.,San Francisco,USA,NA,Small,3
10169,S12_3990,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,3
10181,S12_3990,Herkku Gifts,Bergen,Norway,EMEA,Small,15
10191,S12_3990,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Small,4
10203,S12_3990,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,9
10211,S12_3990,Auto Canal Petit,Paris,France,EMEA,Small,3
10225,S12_3990,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Small,10
10238,S12_3990,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,4
10253,S12_3990,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Small,14
10266,S12_3990,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,15
10276,S12_3990,Online Mini Collectables,Brickhaven,USA,NA,Medium,4
10287,S12_3990,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Small,13
10300,S12_3990,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Small,6
10310,S12_3990,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Medium,11
10320,S12_3990,"Volvo Model Replicas, Co",Lule,Sweden,EMEA,Small,4
10329,S12_3990,Land of Toys Inc.,NYC,USA,NA,Medium,14
10341,S12_3990,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,10
10363,S12_3990,Suominen Souveniers,Espoo,Finland,EMEA,Small,5
10377,S12_3990,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,5
10389,S12_3990,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Small,7
10419,S12_3990,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,14
10104,S12_4473,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,9
10115,S12_4473,Classic Legends Inc.,NYC,USA,NA,Medium,5
10127,S12_4473,Muscle Machine Inc,NYC,USA,NA,Small,11
10141,S12_4473,Suominen Souveniers,Espoo,Finland,EMEA,Small,5
10151,S12_4473,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,3
10165,S12_4473,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium,12
10175,S12_4473,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,1
10184,S12_4473,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Medium,6
10195,S12_4473,Mini Classics,White Plains,USA,NA,Medium,6
10207,S12_4473,Diecast Collectables,Boston,USA,NA,Medium,7
10219,S12_4473,Signal Collectibles Ltd.,Brisbane,USA,NA,Medium,2
10229,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,1
10246,S12_4473,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,5
10259,S12_4473,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,4
10271,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,5
10281,S12_4473,Diecast Classics Inc.,Allentown,USA,NA,Medium,1
10292,S12_4473,Land of Toys Inc.,NYC,USA,NA,Small,8
10305,S12_4473,Marta's Replicas Co.,Cambridge,USA,NA,Medium,5
10314,S12_4473,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,14
10324,S12_4473,Vitachrome Inc.,NYC,USA,NA,Small,7
10336,S12_4473,"La Corne D'abondance, Co.",Paris,France,EMEA,Medium,3
10349,S12_4473,Muscle Machine Inc,NYC,USA,NA,Medium,9
10358,S12_4473,Euro Shopping Channel,Madrid,Spain,EMEA,Small,9
10371,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,4
10382,S12_4473,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,13
10412,S12_4473,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,5
10425,S12_4473,La Rochelle Gifts,Nantes,France,EMEA,Medium,4
10108,S12_4675,Cruz & Sons Co.,Makati City,Philippines,Japan,Medium,3
10122,S12_4675,Marseille Mini Autos,Marseille,France,EMEA,Small,7
10135,S12_4675,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,4
10147,S12_4675,Collectables For Less Inc.,Brickhaven,USA,NA,Medium,4
10160,S12_4675,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Medium,5
10170,S12_4675,Mini Auto Werke,Graz,Austria,EMEA,Medium,3
10181,S12_4675,Herkku Gifts,Bergen,Norway,EMEA,Medium,11
10192,S12_4675,Online Diecast Creations Co.,Nashua,USA,NA,Medium,16
10203,S12_4675,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,5
10212,S12_4675,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,15
10225,S12_4675,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Small,6
10239,S12_4675,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,5
10253,S12_4675,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium,10
10266,S12_4675,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,11
10277,S12_4675,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium,1
10287,S12_4675,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Small,9
10300,S12_4675,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Small,2
10310,S12_4675,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Small,7
10321,S12_4675,FunGiftIdeas.com,New Bedford,USA,NA,Small,15
10329,S12_4675,Land of Toys Inc.,NYC,USA,NA,Small,15
10341,S12_4675,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,7
10363,S12_4675,Suominen Souveniers,Espoo,Finland,EMEA,Medium,6
10377,S12_4675,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,1
10389,S12_4675,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,8
10405,S12_4675,Mini Caravy,Strasbourg,France,EMEA,Large,5
10419,S12_4675,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,10
10103,S18_1097,Baane Mini Imports,Stavern,Norway,EMEA,Medium,10
10113,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,4
10126,S18_1097,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Medium,10
10140,S18_1097,Technics Stores Inc.,Burlingame,USA,NA,Medium,10
10150,S18_1097,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium,7
10164,S18_1097,Mini Auto Werke,Graz,Austria,EMEA,Medium,8
10174,S18_1097,"Australian Gift Network, Co",South Brisbane,Australia,APAC,Medium,3
10183,S18_1097,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Small,7
10194,S18_1097,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,10
10206,S18_1097,Canadian Gift Exchange Network,Vancouver,Canada,NA,Medium,5
10215,S18_1097,West Coast Collectables Co.,Burbank,USA,NA,Medium,2
10228,S18_1097,Cambridge Collectables Co.,Cambridge,USA,NA,Medium,1
10245,S18_1097,Super Scale Inc.,New Haven,USA,NA,Medium,8
10258,S18_1097,"Tokyo Collectables, Ltd",Minato-ku,Japan,Japan,Medium,5
10270,S18_1097,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,8
10280,S18_1097,Amica Models & Co.,Torino,Italy,EMEA,Small,1
10291,S18_1097,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,10
10304,S18_1097,Auto Assoc. & Cie.,Versailles,France,EMEA,Medium,5
10312,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,2
10322,S18_1097,Online Diecast Creations Co.,Nashua,USA,NA,Small,10
10333,S18_1097,Mini Wheels Co.,San Francisco,USA,NA,Small,7
10347,S18_1097,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,5
10357,S18_1097,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,1
10370,S18_1097,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,1
10381,S18_1097,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium,2
10391,S18_1097,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,10
10411,S18_1097,Quebec Home Shopping Network,Montreal,Canada,NA,Medium,8
10424,S18_1097,Euro Shopping Channel,Madrid,Spain,EMEA,Large,5
10109,S18_1129,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium,4
10122,S18_1129,Marseille Mini Autos,Marseille,France,EMEA,Medium,2
10136,S18_1129,Alpha Cognac,Toulouse,France,EMEA,Medium,2
10148,S18_1129,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Small,13
10161,S18_1129,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,12
10171,S18_1129,Quebec Home Shopping Network,Montreal,Canada,NA,Medium,2
10181,S18_1129,Herkku Gifts,Bergen,Norway,EMEA,Medium,6
10192,S18_1129,Online Diecast Creations Co.,Nashua,USA,NA,Medium,11
10204,S18_1129,Muscle Machine Inc,NYC,USA,NA,Medium,17
10212,S18_1129,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,10
10225,S18_1129,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,1
10240,S18_1129,Osaka Souveniers Co.,Osaka,Japan,Japan,Medium,3
10253,S18_1129,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium,5
10266,S18_1129,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,6
10278,S18_1129,Signal Gift Stores,Las Vegas,USA,NA,Medium,6
10287,S18_1129,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,4
10301,S18_1129,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Medium,8
10310,S18_1129,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Medium,2
10321,S18_1129,FunGiftIdeas.com,New Bedford,USA,NA,Medium,10
10331,S18_1129,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium,6
10342,S18_1129,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,2
10356,S18_1129,Lyon Souveniers,Paris,France,EMEA,Medium,8
10365,S18_1129,Mini Creations Ltd.,New Bedford,USA,NA,Small,1
10377,S18_1129,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,2
10390,S18_1129,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,14
10406,S18_1129,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Large,3
10419,S18_1129,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,5
10102,S18_1342,Vitachrome Inc.,NYC,USA,NA,Medium,2
10111,S18_1342,Mini Wheels Co.,San Francisco,USA,NA,Medium,6
10125,S18_1342,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,1
10139,S18_1342,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,7
10149,S18_1342,Signal Collectibles Ltd.,Brisbane,USA,NA,Medium,4
10162,S18_1342,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium,2
10173,S18_1342,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,6
10182,S18_1342,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,3
10193,S18_1342,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Medium,7
10205,S18_1342,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,2
10215,S18_1342,West Coast Collectables Co.,Burbank,USA,NA,Small,10
10227,S18_1342,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,3
10244,S18_1342,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,7
10256,S18_1342,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Medium,2
10280,S18_1342,Amica Models & Co.,Torino,Italy,EMEA,Medium,9
10289,S18_1342,Herkku Gifts,Bergen,Norway,EMEA,Medium,2
10304,S18_1342,Auto Assoc. & Cie.,Versailles,France,EMEA,Medium,13
10312,S18_1342,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,10
10322,S18_1342,Online Diecast Creations Co.,Nashua,USA,NA,Medium,14
10332,S18_1342,"AV Stores, Co.",Manchester,UK,EMEA,Medium,15
10346,S18_1342,Signal Gift Stores,Las Vegas,USA,NA,Small,3
10356,S18_1342,Lyon Souveniers,Paris,France,EMEA,Small,9
10369,S18_1342,Collectables For Less Inc.,Brickhaven,USA,NA,Large,8
10380,S18_1342,Euro Shopping Channel,Madrid,Spain,EMEA,Small,13
10391,S18_1342,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,2
10422,S18_1342,Diecast Classics Inc.,Allentown,USA,NA,Medium,2
10102,S18_1367,Vitachrome Inc.,NYC,USA,NA,Small,1
10111,S18_1367,Mini Wheels Co.,San Francisco,USA,NA,Small,5
10126,S18_1367,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Small,17
10139,S18_1367,Souveniers And Things Co.,Chatswood,Australia,APAC,Small,6
10149,S18_1367,Signal Collectibles Ltd.,Brisbane,USA,NA,Small,3
10162,S18_1367,Corporate Gift Ideas Co.,San Francisco,USA,NA,Small,1
10173,S18_1367,Rovelli Gifts,Bergamo,Italy,EMEA,Small,5
10182,S18_1367,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,2
10193,S18_1367,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Small,6
10205,S18_1367,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,1
10215,S18_1367,West Coast Collectables Co.,Burbank,USA,NA,Small,9
10227,S18_1367,"Saveley & Henriot, Co.",Lyon,France,EMEA,Small,2
10244,S18_1367,Euro Shopping Channel,Madrid,Spain,EMEA,Small,6
10256,S18_1367,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,1
10280,S18_1367,Amica Models & Co.,Torino,Italy,EMEA,Small,8
10289,S18_1367,Herkku Gifts,Bergen,Norway,EMEA,Small,1
10304,S18_1367,Auto Assoc. & Cie.,Versailles,France,EMEA,Small,12
10312,S18_1367,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,9
10322,S18_1367,Online Diecast Creations Co.,Nashua,USA,NA,Small,5
10332,S18_1367,"AV Stores, Co.",Manchester,UK,EMEA,Small,16
10347,S18_1367,"Australian Collectors, Co.",Melbourne,Australia,APAC,Small,7
10356,S18_1367,Lyon Souveniers,Paris,France,EMEA,Small,6
10369,S18_1367,Collectables For Less Inc.,Brickhaven,USA,NA,Medium,7
10381,S18_1367,Corporate Gift Ideas Co.,San Francisco,USA,NA,Small,9
10391,S18_1367,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,3
10422,S18_1367,Diecast Classics Inc.,Allentown,USA,NA,Small,1
10110,S18_1589,"AV Stores, Co.",Manchester,UK,EMEA,Medium,16
10123,S18_1589,Atelier graphique,Nantes,France,EMEA,Medium,2
10137,S18_1589,Reims Collectables,Reims,France,EMEA,Medium,2
10148,S18_1589,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,9
10161,S18_1589,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,8
10172,S18_1589,Gift Depot Inc.,Bridgewater,USA,NA,Medium,6
10181,S18_1589,Herkku Gifts,Bergen,Norway,EMEA,Medium,2
10192,S18_1589,Online Diecast Creations Co.,Nashua,USA,NA,Medium,7
10204,S18_1589,Muscle Machine Inc,NYC,USA,NA,Medium,13
10212,S18_1589,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,6
10226,S18_1589,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,4
10241,S18_1589,Mini Caravy,Strasbourg,France,EMEA,Small,11
10253,S18_1589,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium,1
10266,S18_1589,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,2
10278,S18_1589,Signal Gift Stores,Las Vegas,USA,NA,Small,2
10288,S18_1589,Handji Gifts& Co,Singapore,Singapore,APAC,Small,14
10301,S18_1589,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Medium,4
10311,S18_1589,Euro Shopping Channel,Madrid,Spain,EMEA,Small,9
10321,S18_1589,FunGiftIdeas.com,New Bedford,USA,NA,Medium,6
10331,S18_1589,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium,14
10343,S18_1589,Reims Collectables,Reims,France,EMEA,Medium,4
10367,S18_1589,Toys4GrownUps.com,Pasadena,USA,NA,Small,1
10378,S18_1589,Euro Shopping Channel,Madrid,Spain,EMEA,Small,5
10407,S18_1589,The Sharp Gifts Warehouse,San Jose,USA,NA,Large,11
10419,S18_1589,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,1
10106,S18_1662,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,12
10119,S18_1662,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,3
10131,S18_1662,Gift Ideas Corp.,Glendale,USA,NA,Small,4
10143,S18_1662,Mini Creations Ltd.,New Bedford,USA,NA,Medium,7
10155,S18_1662,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,5
10167,S18_1662,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,1
10178,S18_1662,Alpha Cognac,Toulouse,France,EMEA,Medium,4
10186,S18_1662,"Double Decker Gift Stores, Ltd",London,UK,EMEA,Medium,1
10198,S18_1662,Cruz & Sons Co.,Makati City,Philippines,Japan,Large,4
10210,S18_1662,Osaka Souveniers Co.,Osaka,Japan,Japan,Medium,17
10222,S18_1662,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,4
10250,S18_1662,The Sharp Gifts Warehouse,San Jose,USA,NA,Large,14
10262,S18_1662,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,9
10274,S18_1662,Collectables For Less Inc.,Brickhaven,USA,NA,Medium,1
10284,S18_1662,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Medium,11
10296,S18_1662,"Bavarian Collectables Imports, Co.",Munich,Germany,EMEA,Medium,7
10307,S18_1662,"Classic Gift Ideas, Inc",Philadelphia,USA,NA,Large,1
10316,S18_1662,giftsbymail.co.uk,Cowes,UK,EMEA,Medium,9
10327,S18_1662,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Small,6
10338,S18_1662,Royale Belge,Charleroi,Belgium,EMEA,Medium,1
10351,S18_1662,"Stylish Desk Decors, Co.",London,UK,EMEA,Medium,1
10373,S18_1662,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Small,4
10386,S18_1662,Euro Shopping Channel,Madrid,Spain,EMEA,Small,7
10398,S18_1662,Reims Collectables,Reims,France,EMEA,Medium,11
10400,S18_1662,The Sharp Gifts Warehouse,San Jose,USA,NA,Medium,1
10416,S18_1662,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,14
10100,S18_1749,Online Diecast Creations Co.,Nashua,USA,NA,Medium,3
10110,S18_1749,"AV Stores, Co.",Manchester,UK,EMEA,Medium,7
10124,S18_1749,Signal Gift Stores,Las Vegas,USA,NA,Small,6
10149,S18_1749,Signal Collectibles Ltd.,Brisbane,USA,NA,Medium,11
10162,S18_1749,Corporate Gift Ideas Co.,San Francisco,USA,NA,Medium,9
10173,S18_1749,Rovelli Gifts,Bergamo,Italy,EMEA,Medium,13
10182,S18_1749,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Large,10
10193,S18_1749,"Australian Collectables, Ltd",Glen Waverly,Australia,APAC,Medium,14
10204,S18_1749,Muscle Machine Inc,NYC,USA,NA,Medium,4
10214,S18_1749,"Corrida Auto Replicas, Ltd",Madrid,Spain,EMEA,Medium,7
10227,S18_1749,"Saveley & Henriot, Co.",Lyon,France,EMEA,Medium,10
10241,S18_1749,Mini Caravy,Strasbourg,France,EMEA,Large,2
10280,S18_1749,Amica Models & Co.,Torino,Italy,EMEA,Medium,16
10288,S18_1749,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,5
10302,S18_1749,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Large,1
10312,S18_1749,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Large,17
10331,S18_1749,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium,7
10344,S18_1749,Marseille Mini Autos,Marseille,France,EMEA,Large,1
10367,S18_1749,Toys4GrownUps.com,Pasadena,USA,NA,Medium,3
10379,S18_1749,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,2
10407,S18_1749,The Sharp Gifts Warehouse,San Jose,USA,NA,Large,2
10420,S18_1749,Souveniers And Things Co.,Chatswood,Australia,APAC,Medium,5
10108,S18_1889,Cruz & Sons Co.,Makati City,Philippines,Japan,Medium,2
10122,S18_1889,Marseille Mini Autos,Marseille,France,EMEA,Medium,6
10135,S18_1889,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,3
10147,S18_1889,Collectables For Less Inc.,Brickhaven,USA,NA,Small,3
10160,S18_1889,"Men 'R' US Retailers, Ltd.",Los Angeles,USA,NA,Medium,4
10170,S18_1889,Mini Auto Werke,Graz,Austria,EMEA,Small,2
10181,S18_1889,Herkku Gifts,Bergen,Norway,EMEA,Small,10
10192,S18_1889,Online Diecast Creations Co.,Nashua,USA,NA,Medium,15
10203,S18_1889,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,4
10212,S18_1889,Euro Shopping Channel,Madrid,Spain,EMEA,Small,14
10225,S18_1889,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,5
10239,S18_1889,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Medium,4
10253,S18_1889,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Small,9
10266,S18_1889,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Small,10
10278,S18_1889,Signal Gift Stores,Las Vegas,USA,NA,Small,10
10287,S18_1889,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,8
10300,S18_1889,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Medium,1
10310,S18_1889,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Small,6
10321,S18_1889,FunGiftIdeas.com,New Bedford,USA,NA,Small,14
10329,S18_1889,Land of Toys Inc.,NYC,USA,NA,Small,9
10342,S18_1889,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,1
10363,S18_1889,Suominen Souveniers,Espoo,Finland,EMEA,Medium,7
10377,S18_1889,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Small,4
10389,S18_1889,Scandinavian Gift Ideas,Boras,Sweden,EMEA,Medium,3
10405,S18_1889,Mini Caravy,Strasbourg,France,EMEA,Medium,4
10419,S18_1889,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,9
10109,S18_1984,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Medium,3
10122,S18_1984,Marseille Mini Autos,Marseille,France,EMEA,Medium,1
10136,S18_1984,Alpha Cognac,Toulouse,France,EMEA,Medium,1
10148,S18_1984,"Anna's Decorations, Ltd",North Sydney,Australia,APAC,Medium,12
10161,S18_1984,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,11
10171,S18_1984,Quebec Home Shopping Network,Montreal,Canada,NA,Medium,1
10181,S18_1984,Herkku Gifts,Bergen,Norway,EMEA,Medium,5
10192,S18_1984,Online Diecast Creations Co.,Nashua,USA,NA,Large,10
10204,S18_1984,Muscle Machine Inc,NYC,USA,NA,Medium,16
10212,S18_1984,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,9
10226,S18_1984,Collectable Mini Designs Co.,San Diego,USA,NA,Medium,7
10240,S18_1984,Osaka Souveniers Co.,Osaka,Japan,Japan,Medium,2
10253,S18_1984,"UK Collectables, Ltd.",Liverpool,UK,EMEA,Medium,4
10266,S18_1984,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,5
10278,S18_1984,Signal Gift Stores,Las Vegas,USA,NA,Medium,5
10287,S18_1984,"Vida Sport, Ltd",Gensve,Switzerland,EMEA,Medium,3
10301,S18_1984,"Norway Gifts By Mail, Co.",Oslo,Norway,EMEA,Large,7
10310,S18_1984,"Toms Spezialitten, Ltd",Koln,Germany,EMEA,Medium,1
10321,S18_1984,FunGiftIdeas.com,New Bedford,USA,NA,Medium,9
10331,S18_1984,Motor Mint Distributors Inc.,Philadelphia,USA,NA,Small,8
10342,S18_1984,"Australian Collectors, Co.",Melbourne,Australia,APAC,Medium,3
10356,S18_1984,Lyon Souveniers,Paris,France,EMEA,Small,2
10366,S18_1984,Royale Belge,Charleroi,Belgium,EMEA,Medium,3
10377,S18_1984,"Toys of Finland, Co.",Helsinki,Finland,EMEA,Medium,6
10390,S18_1984,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Small,15
10406,S18_1984,Danish Wholesale Imports,Kobenhavn,Denmark,EMEA,Large,2
10419,S18_1984,Salzburg Collectables,Salzburg,Austria,EMEA,Medium,4
10104,S18_2238,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,8
10115,S18_2238,Classic Legends Inc.,NYC,USA,NA,Large,4
10127,S18_2238,Muscle Machine Inc,NYC,USA,NA,Large,10
10141,S18_2238,Suominen Souveniers,Espoo,Finland,EMEA,Medium,4
10151,S18_2238,"Oulu Toy Supplies, Inc.",Oulu,Finland,EMEA,Large,2
10165,S18_2238,"Dragon Souveniers, Ltd.",Singapore,Singapore,Japan,Medium,11
10176,S18_2238,L'ordine Souveniers,Reggio Emilia,Italy,EMEA,Medium,10
10184,S18_2238,"Iberia Gift Imports, Corp.",Sevilla,Spain,EMEA,Large,5
10195,S18_2238,Mini Classics,White Plains,USA,NA,Medium,5
10207,S18_2238,Diecast Collectables,Boston,USA,NA,Large,6
10219,S18_2238,Signal Collectibles Ltd.,Brisbane,USA,NA,Large,1
10230,S18_2238,"Blauer See Auto, Co.",Frankfurt,Germany,EMEA,Large,8
10246,S18_2238,Euro Shopping Channel,Madrid,Spain,EMEA,Medium,4
10259,S18_2238,Handji Gifts& Co,Singapore,Singapore,APAC,Medium,3
10271,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Large,4
10282,S18_2238,Mini Gifts Distributors Ltd.,San Rafael,USA,NA,Medium,13
10292,S18_2238,Land of Toys Inc.,NYC,USA,NA,Medium,7
10305,S18_2238,Marta's Replicas Co.,Cambridge,USA,NA,Medium,4
10314,S18_2238,Heintze Collectables,Aaarhus,Denmark,EMEA,Medium,13
10324,S18_2238,Vitachrome Inc.,NYC,USA,NA,Large,8
10336,S18_2238,"La Corne D'abondance, Co.",Paris,France,EMEA,Large,6
10349,S18_2238,Muscle Machine Inc,NYC,USA,NA,Medium,8
